snippet,headline__main,year_mo_day,compound,negative,neutral,positive
"John Isner defeated Nicolas Mahut at the Hopman Cup, their first meeting since their 11-hour match at Wimbledon.","Isner Again Defeats Mahut, but He Makes Better Time",201101,-0.4767,0.154,0.846,0
Readers respond to Susan Jacoby’s Op-Ed about the depredations of aging.,Really Old Age: There’s No Denying It,201101,0,0,1,0
"Despite a gloomy backdrop, many Haitians have started to find some equilibrium. Six survivors tell their stories.","A Year Later, Haiti Struggles Back",201101,-0.1531,0.096,0.904,0
"The Giants learned the hard way that in the N.F.L., winning your division is still all-important.",The Baggage Of a Flawed Playoff System,201101,0.4588,0.074,0.745,0.181
"Revisiting the lives of six Haitians who have started to find some equilibrium — to heal, to rebuild or simply to readjust their sights.",Moving Forward in Haiti,201101,0,0,1,0
"In his inaugural speech, Andrew M. Cuomo, New York’s 56th governor, pledged to restore something that has been lacking from state government for years.",Decorum in Albany? Don’t Count on It,201101,0.296,0,0.913,0.087
Republicans are moving to make good on a promise to cut $100 billion in domestic spending this year.,G.O.P. Sets Up Huge Target for Budget Ax,201101,0.4767,0.099,0.657,0.244
"Michael Steele, in a debate, defends his tenure as Republican National Committee chairman.",Steele Faces His Rivals in Gentle G.O.P. Debate,201101,0,0,1,0
Saturday night’s rain-delayed game from Pittsburgh was the most-watched N.H.L. regular-season game since 1975.,Ratings Rise for Prime Time Winter Classic,201101,0,0,1,0
"A Super Bowl trip could require wins at Pittsburgh, New England Indianapolis.","For the Jets, a Daunting Road Ahead",201101,0.8225,0,0.542,0.458
"Britain is having an unusual surge of flu cases this winter, according to the World Health Organization.","Britain: Flu Cases Surge, Straining Some Hospitals",201101,-0.3818,0.14,0.86,0
Greece is considering building a fence along a section of its border with Turkey that is the busiest transit point for illegal immigration in Europe.,Greece: Fence Is Considered to Bar Illegal Immigrants,201101,-0.5574,0.141,0.859,0
An army major and four other soldiers have been accused of killing three civilians and falsely presenting their bodies as those of guerrillas killed in combat.,Colombia: Army Major and 4 Soldiers Are Accused Of Killing Civilians and Claiming They Were Guerrillas,201101,-0.926,0.38,0.62,0
"The country has been moved and angered by the two movies, one featuring Algerian martyrs, and the other French martyrs.",Films Open French Wounds From Algeria,201101,-0.5106,0.148,0.852,0
"Before proposing a one-year freeze on state workers’ pay, the governor said he wanted to “lead by example.”","Cuomo, Before Seeking a Wage Freeze, Says He Will Cut His Salary 5%",201101,-0.0516,0.08,0.852,0.068
"With a crowd of reporters tagging along, Cathleen P. Black showcased success stories in the system.","Touring Schools That Work, Chancellor Says New Approach Is Needed at Those That Don’t",201101,0.5719,0,0.791,0.209
The judge (who refuses to judge) said he was leaving; the governor (who nominates) refused to nominate; and the Senate (which confirms) still refused to confirm.,New Tangle In Battle Over Court In Trenton,201101,-0.5267,0.155,0.845,0
President Obama’s legal advisers may recommend he issue a signing statement asserting that his executive powers would allow him to bypass the restrictions on the transfer of Guantánamo detainees.,"Obama May Bypass Guantánamo Rules, Aides Say",201101,0.5994,0,0.809,0.191
"Fox will announce that Pepsi is the sole season-long sponsor for “The X Factor,” a competition Simon Cowell is bringing to the United States.",Pepsi to Sponsor ‘American Idol’ Rival,201101,0.4215,0,0.882,0.118
Mr. Ratchford served three terms in the House of Representatives from Connecticut and worked in the Clinton administration.,"William R. Ratchford, Ex-Congressman, Dies at 76",201101,0,0,1,0
"The Department of Defense has identified 1,432 American service members who have died as a part of the Afghan war and related operations.",Names of the Dead,201101,-0.7906,0.268,0.679,0.054
"The N.A.A.C.P. says three prisoners were beaten by guards in retaliation for a strike, but the prison leadership denies wrongdoing.",Georgia: N.A.A.C.P. Says Guards Beat Prisoners,201101,-0.9091,0.49,0.51,0
"There is growing concern about CT scans, which entail far more radiation and can raise the risk of cancer.",Study of Children Raises Concerns Over Radiation,201101,-0.7003,0.269,0.661,0.07
Ms. Takamine developed from an endearing child star into a powerful representative of the Japanese woman’s search for identity and autonomy in the years after World War II.,"Hideko Takamine, Lauded Japanese Actress, Dies at 86",201101,-0.2732,0.123,0.789,0.088
"Thirty years after Cornelius Dupree Jr. was imprisoned for rape and robbery, prosecutors in Dallas declared him innocent on Monday in light of new DNA evidence.",Texas: DNA Evidence Clears Man After 30 Years,201101,-0.743,0.233,0.695,0.073
The National Transportation Safety Board on Monday urged pipeline operators to review their records to ensure that they accurately reflect how their systems were built.,Agency Recommends Review of Pipeline Records,201101,0.6597,0,0.81,0.19
Sinfonia New York chose the theme of love and madness for its concert at Bargemusic on Sunday.,"The Link Between Love and Madness, Explored on a Small Stage",201101,0.3182,0.131,0.679,0.19
"To keep the soufflé as light as possible, the zucchini is grated (the food processor makes short work of this), and then cooked with onion and garlic until it’s really soft, almost melting. (If there’s liquid in the pan when you’re done, drain it ...",Zucchini Soufflé,201101,0,0,1,0
"Two men wielding a shotgun and a homemade pistol fatally shot three police officers and an assistant and staged a series of carjackings, according to news reports.",Police Officers Killed in Rare Burst of Gun Violence in China,201101,-0.6369,0.154,0.846,0
"The Obama administration will revise a Medicare regulation to delete references to end-of-life planning as part of the annual examinations covered under the new health care law, officials said.",U.S. Alters Rule on Paying for End-of-Life Planning,201101,0.4939,0,0.894,0.106
"Wilson Chandler had 31 points and Amar’e Stoudemire and Raymond Felton added 28 each as the Knicks improved to 20-14 at the expense of the Spurs, who have the league’s best record.",Knicks Win a Shootout Against a Top Team,201101,0.8074,0,0.804,0.196
"Oakland will not exercise a two-year, $5 million option on Tom Cable’s contract, even though he led the team to its best record in years.",Raiders’ Cable Is Out After 8-8 Season,201101,0.6369,0,0.846,0.154
President Hugo Chávez said Tuesday that he would veto a controversial law that would have increased government control of universities.,Venezuela: Universities Law Faces Veto,201101,0.0772,0.086,0.813,0.1
The child was struck by a van near the Brooklyn Navy Yard as his sister pushed him in a stroller.,Boy Is Critically Hurt in Brooklyn Hit-Run,201101,-0.25,0.105,0.895,0
The Cardinals will be short in size and numbers when they face Seton Hall on Wednesday night.,Louisville Enters Big East Season Lacking in Depth,201101,0,0,1,0
Rahm Emanuel cleared another hurdle in his bid for mayor of Chicago on Tuesday when a Cook County judge agreed with the city’s election board that his name should appear on the ballot this year.,Illinois: Another Ruling Favors Emanuel in Chicago Residency Dispute,201101,0.3612,0,0.901,0.099
"The youngest son of the former shah of Iran was found dead Tuesday in his Boston apartment, according to his brother’s Web site.",Massachusetts: Shah’s Son Found Dead,201101,-0.6486,0.163,0.837,0
A three-judge panel of the United States Court of Appeals for the Ninth Circuit asked the California Supreme Court for guidance on the issue of standing in a challenge to Proposition 8.,California: Judges Ask for Clarity on Same-Sex Marriage Measure,201101,0.7717,0,0.778,0.222
The British-born actress had an early start in films before being cast in the Broadway musical at 21.,"Jill Haworth, Original Sally in ‘Cabaret,’ Dies at 65",201101,0,0,1,0
"A young Miami Beach arms dealer who admitted to defrauding the Pentagon in a munitions contract was sentenced on Monday to four years in federal prison, bringing a case that embarrassed the Pentagon closer to its end.",U.S. Arms Dealer Sentenced for Scheme to Ship Prohibited Chinese Ammunition,201101,-0.6705,0.18,0.783,0.037
"Thieves working for at least six months dug a tunnel underneath a bank in Buenos Aires and robbed 143 safety deposit boxes containing an estimated $6.5 million during the New Year’s weekend, a bank official and prosecutor said.",Argentina: Thieves Tunneled Into Bank,201101,0.5719,0.078,0.757,0.165
A federal appeals court has ruled that a San Diego war memorial cross in a public park is unconstitutional.,California: Court Rules Against Cross,201101,-0.5994,0.206,0.794,0
The Scottish singer was best known for his songs “Stuck in the Middle With You” and “Baker Street.”,"Gerry Rafferty, Songwriter, Dies at 63",201101,0.6369,0,0.802,0.198
"Prime Minister Benjamin Netanyahu on Tuesday read aloud in Parliament a letter asking President Obama for clemency for Jonathan Jay Pollard, left, the American serving a life term in a United States prison for spying for Israel.",Israel: An Appeal for a Spy’s Release,201101,-0.128,0.087,0.84,0.073
Haiti will not be able to hold a runoff election for president before February as it awaits a report from experts at the Organization of American States who are reviewing the controversial results of the first round of voting.,Haiti: Election Runoff Delayed,201101,-0.128,0.047,0.919,0.034
A Zambian judge has issued arrest warrants for two Chinese coal mine managers after the defendants failed to appear in court on accusations of shooting at striking workers.,Zambia: 2 Chinese Mine Bosses Sought,201101,-0.7906,0.25,0.75,0
A new edition of “Adventures of Huckleberry Finn” makes a change in language.,Publisher Tinkers With Twain,201101,0,0,1,0
"The British police released a video on Tuesday, hoping to find witnesses and suspects in one of the worst breaches of security for the royal family in recent years.",Britain: Police Release Video of Attack on Prince’s Limousine During Protests,201101,-0.3182,0.182,0.672,0.146
Ben Hansbrough scored 21 points as the No. 14 Fighting Irish beat the No. 8 Huskies to improve to 10-0 at home.,Notre Dame Keeps Walker in Check and Beats UConn,201101,-0.4588,0.257,0.634,0.108
A contract extension for the 25-year-old star outfielder Carlos Gonzalez brings Colorado’s off-season spending to about $250 million.,Rockies Continue To Invest In Future,201101,0,0,1,0
"Donated Christmas trees, bundled and secured to the bottom of a lake, become covered with algae, which attract aquatic insects, fish and, ultimately, fishermen.",Firs for the Fish (and the Fishermen),201101,0.6369,0,0.802,0.198
"More than a thousand protesters took to the main street in Erbil, the Kurdish regional capital, to condemn a new law requiring all public demonstrations to have government permits.",Iraq: Free Speech Protests in Kurdistan,201101,-0.5809,0.16,0.84,0
"Mark Sanchez has proven he is more capable of playing his position this season, but Coach Rex Ryan still wants him to know that he does not have to carry the Jets",Jets Taking Pressure Off Improved Sanchez,201101,0.3566,0,0.896,0.104
