snippet,headline__main,year_mo,compound,negative,neutral,positive
"Through the quirks of the N.F.L. postseason format, Carolina (7-8-1), as a division winner, will have home field advantage over the 11-5 Arizona Cardinals in Saturday’s wild-card matchup.","N.F.L. Playoffs, as Seen From Below .500",201501,0.7003,0,0.812,0.188
"To honor the long life of Ernesto Cardenal, a Roman Catholic priest and a revolutionary, the writer Sergio Ramírez compiled an anthology of Father Cardenal’s poems: “Ninety at Ninety.”","Science Fuels the Writing, and Faith, of a Nicaraguan Poet",201501,0.4939,0,0.89,0.11
"Hong Kong health officials have slaughtered thousands of chickens from mainland China and closed markets, after tests found some birds were infected with a strain of bird flu.",Hong Kong Slaughters Chickens After an Outbreak of Bird Flu,201501,-0.7184,0.226,0.774,0
"Some 1.1 million Syrians are said to have sought refuge in Lebanon, a nation of four million people.","As Refugee Tide Swells, Lebanon Plans a Visa Requirement for Syrians",201501,0,0,1,0
Ms. Douglas played the shapely daughter of the mountaineer Jed Clampett on the wildly popular television sitcom “The Beverly Hillbillies.”,"Donna Douglas, the Fairest ‘Beverly Hillbilly,’ Dies at 82",201501,0.6369,0,0.776,0.224
"Amid the relentless stream of migrants to Europe that has fueled a backlash against immigrants, directed most viciously at Muslims, arson is suspected at mosques in three Swedish cities over the last 10 days.","In Sweden, the Land of the Open Door, Anti-Muslim Sentiment Finds a Foothold",201501,-0.5095,0.126,0.841,0.034
"The Catholic Church in Boston sold property in its headquarters to pay settlements to sexual abuse victims, a 10-year process that has altered familiar symbols in “Little Rome.”",Seat of Boston’s Catholic Power Gives Way to Other Pursuits,201501,-0.7845,0.248,0.752,0
"Zhao Ru, a famed Chinese calligrapher and Bensonhurst resident, created two scrolls, one for the wake and one for the funeral of Officer Wenjian Liu.",A Calligrapher Brings an Elegant Touch to an Officer’s Funeral,201501,-0.128,0.094,0.83,0.075
"Ohio State’s 42-35 upset of Alabama in the Sugar Bowl attracted 28.27 million viewers, making it the most-watched event in cable TV history, but now comes Part B for ESPN: Ohio State versus Oregon.","Win for ESPN, but Title Game Is the Real Test",201501,0.0258,0.052,0.893,0.055
"Speculation with derivatives is back, the kind of risky behavior that led to the last financial crisis. And Congress is enabling it by weakening Dodd-Frank.",Betting on Default,201501,-0.8173,0.279,0.721,0
"In a region where many governments criminalize divination, Lebanon stands apart for featuring its star soothsayers on New Year’s Eve, when they make predictions in TV specials.","When Celebrity Fortunetellers Talk, the Lebanese Listen",201501,0.4019,0,0.903,0.097
“Dynamic scoring” is the wrong way to estimate government revenues.,A Republican Ruse to Make Tax Cuts Look Good,201501,-0.4767,0.256,0.744,0
The family of a young man killed by the police in Saratoga Springs while wielding a samurai sword filed a civil rights lawsuit Friday against the officers and the city.,Utah: Family Sues Police Dept. in Death of Man Who Had Sword,201501,-0.7506,0.204,0.796,0
"The couple, who both work at websites in Manhattan, were wed at the Liberty Warehouse in Brooklyn.","Kate Lee, Zachary Seward",201501,0.5267,0,0.825,0.175
"The couple, who were married in Norwalk, Conn., both work for a company that specializes in reducing the environmental impact of buildings.",Maureen Mahle and Steven Klocke,201501,0,0,1,0
Lauren Gentry and Alidad Damooei had both Roman Catholic and Persian wedding ceremonies in California.,Lauren Gentry and Alidad Damooei,201501,0,0,1,0
"A graduate student at Harvard and a concessions manager for the Red Sox, were married in Delaware.",Grier Tumas and Jonathan Dienstag,201501,0,0,1,0
"The couple were married at Our Lady of the Snows Catholic Church in Sun Valley, Idaho.","Jenna McCauley, John Heffernan",201501,0,0,1,0
"Wayne Cornelius Jr. and Jer Rahn were married at the home of a judge in Del Mar, Calif.",Wayne Cornelius Jr. and Jer Rahn,201501,0,0,1,0
Baltimore registered five sacks on Ben Roethlisberger in its first postseason win over Pittsburgh.,Ravens Top Steelers in Rough Rivalry Game That Upends Playoff Field,201501,0.5859,0,0.774,0.226
"PERKINS--J. Stuart, 86, former President of Volkswagen of America, Inc., passed away on December 25, 2014 in Sarasota, Florida. He was preceded in death by his wife of 60 years, Valerie, also his parents, sister and brother. He is survived by his ...","Paid Notice: Deaths PERKINS, J",201501,-0.4939,0.131,0.803,0.066
"HESTER--James. James McNaughton Hester, President of New York University from 1962--1975, who guided the University through the turbulent times of the 1960's and helped to chart the course for the renowned international institution that it is toda...","Paid Notice: Deaths HESTER, JAMES",201501,0,0,1,0
"FRANK--Claude. December 24, 1925 -December 27, 2014. Beloved husband of the late Lilian Kallir, adored father of Pamela. The most inspiring friend, mentor, musician and human being. May his joyous spirit live on in all who had the privilege of kno...","Paid Notice: Deaths FRANK, CLAUDE",201501,0.9637,0,0.619,0.381
"KEATING--Dr. James Peter, died December 25, 2014 in Cary, NC. He was an influential physician at St. Louis Children's Hospital and professor at Washington University School of Medicine. A brilliant doctor as well as a demanding and thoughtful teac...","Paid Notice: Deaths KEATING, DR",201501,0.7096,0.115,0.647,0.238
"WASSONG--Dan K. The Trustees and staff of the Parrish Art Museum mourn the loss of Dan K. Wassong, a trustee, friend, and generous benefactor for many years. Frederic M. Seegal, Chair, H. Peter Haveles, Jr., President, Board of Trustees 1/3","Paid Notice: Deaths WASSONG, DAN K",201501,0.6124,0.106,0.664,0.23
"CIPOLLA--Vivian Campanella, died in Manhattan on December 15, 2014. A proud graduate of Douglass College, Vivian devoted her energies and considerable intellect to New York University, as GSAS Director of Admissions and as Director of Internationa...","Paid Notice: Deaths CIPOLLA, VIVIAN CAMPANELLA",201501,0.7269,0.081,0.677,0.242
"STERN--Gary S. A Bronx native and former psychology professor at The University of Colorado died December 31, 2014, at his home in Littleton, CO. He is beloved by his son Nick Stern and lifelong friend Joy Berrenberg. Gary was a brilliant research...","Paid Notice: Deaths STERN, GARY S",201501,0.8885,0.068,0.664,0.268
"CUOMO--Mario M. Medallion Financial Corp. joins the nation in mourning the loss of our board member and trusted advisor Governor Mario M. Cuomo. For over eighteen years, his wisdom provided invaluable assistance in helping to guide the course of M...","Paid Notice: Deaths CUOMO, MARIO M",201501,0.5423,0.106,0.716,0.178
"CUOMO--Mario. I will always treasure your wisdom, devotion and kindness. Your concern for me was so fatherly and endearing. I will miss our conversations and I will follow your inspiration. You're a giant among men and a man of great integrity. We...","Paid Notice: Deaths CUOMO, MARIO",201501,0.9643,0.031,0.554,0.415
"DUBIN--Morton Donald, on January 1, 2015 at the age of 83. Beloved husband of Jean. Devoted father of Morton Donald Dubin II and daughter-in-law Anna. Adoring grandfather of Alina and Theo. Dear brother of Barry. Owner of Iris Films, a commercial ...","Paid Notice: Deaths DUBIN, MORTON DONALD",201501,0.9042,0,0.752,0.248
"OLIVER--Andrew S.,of New York, NY, died peacefully in his sleep on December 23, 2014, at his home in Vail, CO, after a long and brave battle with cancer. He was 59. He is survived by his wife of 29 years, Nancy, and their only child, Danielle. Whe...","Paid Notice: Deaths OLIVER, ANDREW S.",201501,-0.128,0.175,0.659,0.166
"LITVAK--Sheila (Firestone). Devoted and adored wife of Harold for 55 years. Loving mother of Michael and Maria, Cassie, Lizabeth and Brad. The Fabulous Bubba to Liana, Anna and Lilly. Cherished sister to Tina. Sheila lived life to its fullest, alw...","Paid Notice: Deaths LITVAK, SHEILA (FIRESTONE)",201501,0.9442,0,0.685,0.315
"WACHTELL--George. George ""Peter"" Wachtell, was born March 18, 1923, in Bronx, New York. He passed away peacefully on December 31, 2014, at the age of 91. Dr. Wachtell was predeceased by a son, Seth Daniel Wachtell, who died in 1957, at the age of ...","Paid Notice: Deaths WACHTELL, GEORGE",201501,-0.0516,0.073,0.857,0.069
"OLIVER--Andrew S.,of New York, NY, died peacefully in his sleep on December 23, 2014, at his home in Vail, CO, after a long and brave battle with cancer. He was 59. He is survived by his wife of 29 years, Nancy, and their only child, Danielle. Whe...","Paid Notice: Deaths OLIVER, ANDREW S.",201501,-0.128,0.175,0.659,0.166
"LITVAK--Sheila (Firestone). Devoted and adored wife of Harold for 55 years. Loving mother of Michael and Maria, Cassie, Lizabeth and Brad. The Fabulous Bubba to Liana, Anna and Lilly. Cherished sister to Tina. Sheila lived life to its fullest, alw...","Paid Notice: Deaths LITVAK, SHEILA (FIRESTONE)",201501,0.9442,0,0.685,0.315
"WACHTELL--George. George ""Peter"" Wachtell, was born March 18, 1923, in Bronx, New York. He passed away peacefully on December 31, 2014, at the age of 91. Dr. Wachtell was predeceased by a son, Seth Daniel Wachtell, who died in 1957, at the age of ...","Paid Notice: Deaths WACHTELL, GEORGE",201501,-0.0516,0.073,0.857,0.069
STEVENS--Herbert. 21 years have not dimmed the beautiful memories we shared. Remembering you forever. 1/3,"Paid Notice: Memorials STEVENS, HERBERT",201501,-0.1891,0.17,0.701,0.129
"FILLEY--Oliver D.,Jr., 91, of Far Hills, NJ passed away peacefully on Friday, December 26, 2014. Loving father, sportsman, farmer, conservationist, entrepreneur, he was born in New York, NY on October 31, 1923, the son of the late Oliver D. and Ma...","Paid Notice: Deaths FILLEY, OLIVER D.",201501,0.8074,0,0.842,0.158
"FRANK--Claude. On behalf of the Board of Directors and the entire Performers of Westchester family, we are saddened and mourn the loss of our great friend, long time pianist-in-residence and Board member Claude Frank. It has been our honor and pri...","Paid Notice: Deaths FRANK, CLAUDE",201501,0.4588,0.157,0.648,0.194
"ROBBINS--Jon Paul. Partner, counselor, mentor and dear friend. Brilliant, erudite and intuitive. Singer and lover of musical theatre. You were all of these. You will be forever missed. My deepest condolences to Robin, Kelsey and Jenna. Peter Stern...","Paid Notice: Deaths ROBBINS, JON PAUL",201501,0.9042,0.045,0.679,0.276
"OLIVER--Andrew S. With great sorrow we mourn the loss of our younger brother. Those who really knew him well, will never forget him. We share and are devastated by this tragic loss. We will miss him. He will always live in the hearts of those he t...","Paid Notice: Deaths OLIVER, ANDREW S",201501,-0.843,0.295,0.548,0.157
"WASSONG--Dan K.,Congregation Emanu-El of the City of New York expresses to the family of our devoted member, Dan Wassong, our deepest sympathies on the occasion of his passing. It is our hope and prayer that beautiful memories will linger as a leg...","Paid Notice: Deaths WASSONG, DAN K.",201501,0.8591,0,0.8,0.2
"DORESON--Arthur, on December 30, 2014. Husband of Nina (nee Weiss), and father of Amanda. The sweetest, most gentle human being ever to ""walk"" the earth. 1/3","Paid Notice: Deaths DORESON, ARTHUR",201501,0.4927,0,0.887,0.113
"CUOMO--Mario M. It is with great sadness that the partners, counsel, associates, and staff of Willkie Farr & Gallagher LLP mourn the passing of our distinguished friend, partner and counsel, Mario M. Cuomo. Governor Cuomo exemplified our firm's 12...","Paid Notice: Deaths CUOMO, MARIO M",201501,0.3818,0.121,0.723,0.155
"CUOMO--Mario M. The Trustees and staff of the Museum of Jewish Heritage - A Living Memorial to the Holocaust express profound sadness on the passing of Founding Chairman Mario Cuomo, who was instrumental in the creation of the Museum in Battery Pa...","Paid Notice: Deaths CUOMO, MARIO M",201501,-0.128,0.067,0.855,0.079
"DORESON--Arthur, on December 30, 2014. Husband of Nina (nee Weiss), and father of Amanda. The sweetest, most gentle human being ever to ""walk"" the earth. 1/3","Paid Notice: Deaths DORESON, ARTHUR",201501,0.4927,0,0.887,0.113
