snippet,headline__main,year_mo,compound,negative,neutral,positive
At least 13 people were killed as violence broke out during Muslim Brotherhood marches just days before a planned referendum on a draft constitution.,Deadly Violence Erupts During Rallies Across Egypt,201401,-0.9081,0.375,0.625,0
"The United Nations refugee agency urged European countries to stop sending back asylum seekers, many of them originally from Syria, because they face poor treatment in Bulgaria.",Returning of Refugees to Bulgaria Worries U.N.,201401,-0.3612,0.165,0.748,0.087
"Richard Dunbar, 53, was one of the many anonymous faces of nonlethal shootings in New York City, and yet he stood out.","Once a Criminal, He’s Now a Victim, Shot Twice in a Year ",201401,0,0,1,0
"Representative Trey Radel, who pleaded guilty to cocaine possession and checked into a rehabilitation clinic in November, will rejoin Congress when the new session begins next week.",Florida Congressman Returning,201401,-0.4215,0.101,0.899,0
"A church official who recently won an appeal of his conviction in the priest-abuse scandal was released from custody, and Philadelphia’s Roman Catholic archbishop defended the decision to use church funds to help with the bail.",Pennsylvania: Archdiocese Defends Bail for Monsignor,201401,0.5423,0.07,0.775,0.155
"Educational Alliance, an agency that runs an after-school program at Public School 188, drew money from The Neediest Cases Fund to buy uniform shirts for 184 students there.","Lower East Side Students Have a Gift of Uniforms, and Better Focus",201401,0,0,1,0
"Corrections appearing in print on January 4, 2014.","Corrections: January 4, 2014",201401,0,0,1,0
"Quotation of the day for Saturday, January 4, 2014.","Quotation of the Day for Saturday, January 4, 2014",201401,0,0,1,0
"Three days into his new job as Seattle’s mayor, Ed Murray said Friday that he would sign an executive order moving toward paying all city employees at least $15 an hour.",Washington: Seattle Mayor Takes Step to Raise Pay for City Workers,201401,0,0,1,0
"Rand Beers, a counterterrorism official at the Homeland Security Department, will leave the agency to work as a senior adviser to President Obama.",Security Official Moves to White House,201401,0.296,0.053,0.841,0.106
Mallory Blackwelder’s father has caddied for her and her mother on the L.P.G.A. Tour. She also has a husband and a brother who caddie on pro tours.,Family of Caddies and Players Stays Close,201401,0,0,1,0
A court was called to intervene after a California hospital pronounced a girl dead after complications from surgery but her family insists she is alive.,"A Brain Is Dead, a Heart Beats On",201401,0.1901,0.102,0.768,0.131
"Mr. Cuomo exercised his clemency power for the first time since taking office in 2011, pardoning just three men.",Governor Cuomo’s Stingy Pardons,201401,0.4019,0,0.87,0.13
"Lottery numbers for New York, New Jersey and Connecticut.","Winning Lottery Numbers for Jan. 3, 2014",201401,0,0,1,0
Two Obama proposals offer a promise of at least some relief.,Stopping Mentally Ill Gun Buyers,201401,0.6597,0,0.597,0.403
"Taxpayers pay too much for federal contractors, and they get too little in return.",Not Getting Their Money’s Worth,201401,-0.1027,0.097,0.903,0
"The Israeli military said the teenager, Adnan Abu Khater, 17, was one of a group of people who vandalized the border fence on Thursday.",Israel: Palestinian Dies of Wounds After Shooting by Soldiers at Border,201401,0,0,1,0
A video produced by a safety agency warned of the dangers of a chemistry experiment that went awry at a Manhattan school this week.,School Experiment That Burned Boy Was Focus of Federal Warning,201401,-0.3612,0.211,0.677,0.112
"Joseph J. Lhota, the unsuccessful Republican mayoral candidate, will be a senior vice president with NYU Langone Medical Center.",Medical Center Hires Lhota as an Executive,201401,-0.3612,0.128,0.872,0
"Tre Mason, the son of De La Soul’s DJ Maseo, pounds the Tigers’ opponents into submission with a punishing style.",Auburn’s Offense Runs to a Hip-Hop Beat,201401,-0.5574,0.167,0.833,0
"A former finance minister, Hery Rajaonarimampianina, won Madagascar’s first presidential election since a coup in 2009, but his closest rival said the vote had been rigged.",Madagascar: Election Results Released,201401,-0.2263,0.118,0.797,0.085
"In a prayer by the Rev. Frederick A. Lucas Jr. that called New York a plantation, some listeners heard incendiary rhetoric, while others heard just a call for justice.",Chaplain’s ‘Plantation’ Reference at de Blasio Inauguration Gains Defenders,201401,0.5267,0,0.88,0.12
"The Italian Navy has rescued more than 1,000 migrants from boats trying to reach Europe in the past two days, Italian authorities said Friday.",Italy: More Migrants Rescued at Sea,201401,0.4404,0,0.849,0.151
"The missile defense agencies of Israel and the United States carried out a second test of the advanced Arrow 3 antiballistic missile system on Friday, Israel’s Defense Ministry said in a statement.",Israel: Interceptor Missile Passes Test,201401,0.7003,0,0.762,0.238
"Stillman--Allan. August 13, 1920-January 3, 2014. Beloved husband of Marion, father of Abbott, David and Vicki, Grandfather of Ariel, Melissa, Lexie, Luke, Ryan, Ben, and Dylan. NYU Engineering graduate at 19; designer of airplanes during WWII; bu...","Paid Notice: Deaths  STILLMAN, ALLAN",201401,0.5106,0,0.916,0.084
"USHER--Samuel, 87, of Hartsdale, NY, a dedicated Math Educator, died November 30, 2013. He was the beloved husband for 50 years of Adine, a loving father to Stephen and Lawrence, their spouses, and his grandsons Taj, Hugh and Kimaya. A Memorial wi...","Paid Notice: Deaths  USHER, SAMUEL",201401,0.765,0.074,0.717,0.209
"RAVITCH--Gloria Moskin, died peacefully in San Francisco after a long illness surrounded by family. Born and educated in New York and at Wellesley, she moved to California in 1960. Gloria shared her passion and expertise for European Decorative Ar...","Paid Notice: Deaths  RAVITCH, GLORIA MOSKIN",201401,0.3612,0.131,0.686,0.183
"SALTZMAN--Arnold A.,Businessman, art collector, diplomat and beloved husband, father, grandfather, and great-grandfather. Died peacefully at home with his family in Sands Point, NY, January 2, 2014. To no one's surprise, he was at work in his Manh...","Paid Notice: Deaths  SALTZMAN, ARNOLD A.",201401,0.4588,0.124,0.687,0.189
"SINGER--Howard A.,died peacefully at home in Rye, NY, December 22. An attorney who specialized in entertainment, arts and corporate law, he pursued many creative personal and professional interests throughout his life. Born January 15, 1929, he gr...","Paid Notice: Deaths  SINGER, HOWARD A.",201401,0.8779,0,0.748,0.252
"STERN--Alfred R. A true gentleman, died on New Year's Eve at age 91 after leading a rich and full life. He leaves his cherished wife and best friend, Barbara Biben. He was the loving father of Chris Hyman, Cathy Myers, Nicholas Stern, Thomas Stern...","Paid Notice: Deaths  STERN, ALFRED R",201401,0.9545,0.06,0.587,0.352
"ULRICH--Ernest, died November 26, 2013. Born a Jew in Nazi Germany, Ernest immigrated to the United States at age 12, and graduated from NYU. He ran an international export company and upon retirement found his other true calling volunteering for ...","Paid Notice: Deaths  ULRICH, ERNEST",201401,0.25,0.078,0.801,0.121
"SALTZMAN--Arnold. Nassau County Museum of Art mourns the passing of its Founding President, Amb. Arnold A. Saltzman. He was central to the Museum's governance from its founding in 1989. We will greatly miss his guiding wisdom and outstanding gener...","Paid Notice: Deaths  SALTZMAN, ARNOLD",201401,0.4779,0.111,0.734,0.155
"RYAN--Patricia, Single Stop USA mourns the loss of its friend and champion Patricia Ryan. Pat will be remembered for her groundbreaking career as an editor at Time, Inc. She should equally be remembered for her generosity, compassion, risk-taking ...","Paid Notice: Deaths  RYAN, PATRICIA",201401,0.7579,0.148,0.6,0.251
"STERN--Alfred R.,The Dalton School community mourns the passing of Alfred R. Stern, former Board President and trustee. We appreciate his distinguished leadership, support and service. We extend our condolences to his wife Barbara R. Biben and the...","Paid Notice: Deaths  STERN, ALFRED R.",201401,0.5719,0.076,0.719,0.204
"RUDKIN--William L.,87, of Pawlet, VT died peacefully Saturday, December 28, 2013. A resident of Pawlet for over 25 years and previously of Southport, CT, Bill was born April 26, 1926 to Henry A. Rudkin and Margaret F. Rudkin. He is survived by his...","Paid Notice: Deaths  RUDKIN, WILLIAM L.",201401,0.4767,0.073,0.791,0.136
"STRANGE--Patricia C.,Deep River, CT, died January 2, 2014. Graduate University of Connecticut. Pat leaves Elizabeth Cantwell, Rich Strange and partner Ellen Malona, Steve Strange, Therese Powell and husband Steve, Margaret Strange and husband Rich...","Paid Notice: Deaths  STRANGE, PATRICIA C.",201401,-0.5267,0.216,0.697,0.087
"SUNSHINE--Lorraine, 90, on December 30. A former hospital social worker and teacher, she leaves behind sons Ken, Bob, and Randy; grandchildren Michael, Jason, Jessica, Daniel, Luke and Alexandra. She was quite a character, and beloved by many. Don...","Paid Notice: Deaths  SUNSHINE, LORRAINE",201401,0.552,0,0.908,0.092
"SCHULLER--Hilda, Beloved wife of Max, for 64 years, brother of Otto Herskovic, loving mother to Dorothy and Lisa. Mother-in-law to Motti and Steven, adoring grandmother to David, Jessica, Phillip, Bari, Alyssa and Adam. We will cherish the good ti...","Paid Notice: Deaths  SCHULLER, HILDA",201401,0.946,0,0.676,0.324
"STILLMAN--Allan. August 13, 1920 - January 2, 2014. I mourn the death of a dearly loved and respected brother. My family and I join in promising Mimi and her family that we will always be there for them. Alice","Paid Notice: Deaths  STILLMAN, ALLAN",201401,0.7906,0.136,0.567,0.298
"ROSS--Dr. William Allan, a Long Island internist, died at his home on December 30, 2013. He was 65. Dr. Ross was born on November 8, 1948 to Shirley and Daniel Ross in New York. He attended Bayside High School, where he helped earn Bayside the cit...","Paid Notice: Deaths  ROSS, DR",201401,-0.5574,0.076,0.924,0
"KIRSCHNER--Paul Ally. December 30, 1917January 4, 2013. Beloved husband of Charlotte Gordon Kirschner (19222005). Cherished father of Ann (David Hawkins), Ellen, and James (Janet). Doting grandfather of Emily and Ben Popper and Justin and Jenna Ki...","Paid Notice: Deaths  KIRSCHNER, PAUL ALLY",201401,0.765,0,0.837,0.163
"LANDORF--Rhona, Rhona was a special woman. A true friend and we will miss her. Love and condolences to Floyd, Carol and Nancy.Penny and Marvin","Paid Notice: Deaths  LANDORF, RHONA",201401,0.9062,0.051,0.54,0.41
"LANDORF--Rona. You were family to us and will be missed. To Floyd, Nancy, Carol, Steve, Tom, and all the grandchildren, Our hearts go out to you. Love, Mona, Felix, Andy","Paid Notice: Deaths  LANDORF, RONA",201401,0.4588,0.064,0.814,0.122
"MALIN--Dorothy ""Ann"" (nee Fleet), passed away on December 14, 2013 in Redding, CT after a courageous battle with lung cancer. She was born on December 6, 1935 in Greenport, NY and was a proud graduate of Mattituck High School and Mount Holyoke Col...","Paid Notice: Deaths  MALIN, DOROTHY ""ANN"" (NEE FLEET)",201401,-0.128,0.139,0.733,0.129
"KARKAR--Edward Mitri. Edward Mitri Karkar, 81, of San Francisco, CA died December 22nd 2013. Born to a prominent family in Jaffa, Palestine, and formerly a refugee, he was one of the first Palestinians to immigrate to America and achieve a high de...","Paid Notice: Deaths  KARKAR, EDWARD MITRI",201401,-0.3182,0.084,0.862,0.054
"KAWALLER--Jeanette, died peacefully in Bloomfield, CT on January 3, 2014, at age 95, less than a month after losing her husband of 75 years, Seymour. Jeni leaves two daughters and a son Freya Block (Richard), Marsha Sue De Juan (Jose) and Ira Kawa...","Paid Notice: Deaths  KAWALLER, JEANETTE",201401,-0.6908,0.184,0.747,0.069
"MORGENSTERN--Harry, passed away peacefully on January 3rd, 2014 at the age of 95. He was born in Romania on October 3rd, 1918. He was pre-deceased by his beloved wife Sydell and her son Scott, his adoring first wife Eleanor, his brother Saul, sist...","Paid Notice: Deaths  MORGENSTERN, HARRY",201401,0.8834,0,0.795,0.205
"PERKINS--Sarah Havemeyer, 69, of Concord, MA and South Dartmouth, MA, formerly of Manhattan, NYC, December 27, 2013. Mother of Heather C. Moir of Ayer, MA and Laura Skye Moir of Concord, MA. Sister of Richard S. Perkins of Topsfield, MA, Thomas H....","Paid Notice: Deaths  PERKINS, SARAH HAVEMEYER",201401,0,0,1,0
"MARKS--Barry D.,We are heartbroken to say goodbye to Barry D. Marks who passed away on January 2, 2014. Barry was the loving husband of Laura, proud father of Alex and David, wonderful brother of Mickey and sister-in-law Lisa, cherished uncle of M...","Paid Notice: Deaths  MARKS, BARRY D.",201401,0.8658,0.078,0.669,0.253
